,isactive_engaged,isactive_interested,isactive_subscribed,patient_id,greater1
3407,0,0,0,19611.0,1.0
1476,1,1,1,9046.0,1.0
2240,0,0,0,13281.0,1.0
2386,0,0,0,14483.0,0.0
9313,1,1,0,49833.0,1.0
992,1,1,1,7203.0,1.0
4997,0,0,0,27575.0,1.0
3922,1,1,1,22251.0,1.0
2972,0,0,0,17148.0,1.0
3386,0,0,0,19511.0,1.0
7977,0,0,0,43123.0,1.0
8188,1,1,1,44082.0,1.0
9140,1,1,0,48919.0,1.0
4769,0,1,0,26716.0,1.0
1293,1,1,1,8282.0,1.0
1824,0,0,0,10516.0,1.0
2873,0,0,0,16700.0,1.0
4173,0,1,0,23872.0,1.0
2535,0,1,0,15197.0,1.0
9306,0,0,0,49764.0,1.0
1907,0,0,0,11015.0,0.0
42,1,1,1,2098.0,1.0
10135,0,1,0,54760.0,1.0
368,0,1,0,4680.0,1.0
6033,0,0,0,31720.0,1.0
1151,1,1,1,7686.0,1.0
8054,0,0,0,43447.0,1.0
6615,1,1,0,35090.0,1.0
6434,1,1,0,34177.0,1.0
6768,0,0,0,35974.0,1.0
7815,0,1,0,42184.0,1.0
4160,0,0,0,23775.0,1.0
4287,0,0,0,24382.0,1.0
8077,0,0,0,43544.0,0.0
6977,1,1,1,37259.0,1.0
174,1,1,1,3830.0,1.0
1903,0,0,0,11001.0,0.0
1099,1,1,1,7560.0,1.0
9788,0,1,0,52415.0,1.0
3408,0,0,0,19612.0,1.0
1538,1,1,1,9352.0,1.0
2292,0,0,0,13862.0,1.0
9475,1,1,1,50621.0,1.0
1363,1,1,1,8485.0,1.0
7252,1,1,0,38984.0,1.0
6889,0,0,0,36697.0,1.0
5260,0,1,0,28448.0,1.0
9394,0,0,0,50216.0,1.0
7530,0,0,0,40650.0,1.0
680,0,0,0,6072.0,0.0
9490,1,1,1,50738.0,1.0
7945,1,1,1,42928.0,1.0
3664,0,0,0,20836.0,1.0
1661,0,0,0,9923.0,1.0
508,1,1,1,5253.0,1.0
166,0,0,0,3761.0,0.0
5497,0,0,0,29166.0,1.0
8455,0,0,0,45405.0,1.0
1006,1,1,0,7264.0,1.0
8668,0,0,0,46369.0,0.0
1914,0,0,0,11040.0,1.0
3494,1,1,0,19959.0,1.0
9814,1,1,0,52561.0,1.0
9931,0,0,0,53301.0,1.0
7293,0,0,0,39313.0,0.0
4990,0,0,0,27564.0,1.0
2536,0,0,0,15200.0,1.0
1104,1,1,1,7571.0,1.0
3875,0,0,0,22025.0,1.0
8765,0,1,0,46803.0,1.0
1752,0,1,0,10274.0,1.0
5310,0,1,0,28575.0,1.0
5952,1,1,1,31306.0,1.0
7243,0,0,0,38921.0,1.0
2916,1,1,0,16882.0,1.0
8282,0,0,0,44636.0,1.0
5754,0,0,0,30103.0,1.0
152,1,1,1,3660.0,1.0
7988,1,1,1,43181.0,1.0
5679,1,1,1,29854.0,1.0
3907,0,0,0,22152.0,1.0
9309,1,1,1,49777.0,1.0
2552,0,1,0,15272.0,1.0
2773,1,1,0,16320.0,1.0
6341,0,0,0,33566.0,1.0
3551,0,1,0,20298.0,1.0
3722,0,0,0,21154.0,1.0
6902,0,0,0,36809.0,1.0
520,0,0,0,5316.0,1.0
8268,0,0,0,44548.0,1.0
4538,0,0,0,25788.0,1.0
6175,0,0,0,32468.0,0.0
7044,0,1,0,37756.0,1.0
1822,0,0,0,10503.0,1.0
4086,0,0,0,23344.0,1.0
6394,0,1,0,33844.0,1.0
8909,0,0,0,47679.0,1.0
7612,0,1,0,41049.0,1.0
8042,0,0,0,43385.0,1.0
309,1,1,1,4477.0,1.0
8019,1,1,0,43257.0,1.0
6726,0,1,0,35715.0,1.0
8530,1,1,1,45755.0,1.0
3599,0,0,0,20488.0,1.0
3622,0,0,0,20615.0,1.0
3811,0,1,0,21625.0,1.0
6005,0,0,0,31555.0,1.0
3450,1,1,0,19754.0,1.0
4591,1,1,0,26065.0,1.0
205,1,1,1,4031.0,1.0
10024,1,1,0,54101.0,1.0
1135,0,1,0,7645.0,1.0
9559,1,1,0,51167.0,1.0
2749,0,0,0,16198.0,1.0
3613,0,0,0,20595.0,1.0
305,0,0,0,4453.0,0.0
1849,0,1,0,10661.0,
7065,0,0,0,37888.0,1.0
9241,0,0,0,49515.0,1.0
1988,0,1,0,11432.0,1.0
3240,0,1,0,18694.0,1.0
2798,1,1,0,16434.0,1.0
4515,0,1,0,25678.0,1.0
5630,0,0,0,29705.0,1.0
8012,0,0,0,43241.0,1.0
3109,1,1,0,17854.0,1.0
4939,0,0,0,27405.0,1.0
4059,1,1,0,23161.0,1.0
1987,1,1,1,11430.0,1.0
7436,1,1,0,40160.0,1.0
9044,0,0,0,48428.0,1.0
6874,0,0,0,36583.0,1.0
383,0,0,0,4741.0,1.0
5634,1,1,1,29740.0,1.0
4307,1,1,0,24475.0,1.0
3388,0,0,0,19523.0,1.0
3156,0,0,0,18115.0,1.0
6053,0,0,0,31846.0,0.0
10181,0,0,0,55058.0,1.0
2727,0,0,0,16124.0,1.0
6587,0,1,0,34903.0,1.0
6531,0,0,0,34660.0,1.0
8851,1,1,0,47295.0,1.0
8458,0,0,0,45412.0,1.0
9799,0,0,0,52497.0,0.0
3832,0,0,0,21770.0,1.0
8872,1,1,1,47434.0,1.0
4776,0,0,0,26741.0,1.0
4276,0,0,0,24325.0,1.0
253,1,1,0,4175.0,1.0
6444,0,0,0,34201.0,1.0
9770,0,0,0,52300.0,1.0
8078,0,1,0,43549.0,1.0
278,1,1,1,4297.0,1.0
3252,1,1,1,18771.0,1.0
2480,0,0,0,14958.0,1.0
289,1,1,1,4351.0,1.0
6329,0,0,0,33475.0,1.0
3075,0,1,0,17611.0,1.0
4073,1,1,1,23222.0,1.0
9551,1,1,1,51105.0,1.0
8496,1,1,0,45633.0,1.0
6108,0,0,0,32072.0,1.0
5089,1,1,0,27906.0,1.0
6946,0,0,0,37020.0,1.0
8919,0,0,0,47757.0,1.0
9898,0,1,0,53167.0,1.0
8559,1,1,0,45883.0,1.0
9129,1,1,0,48897.0,1.0
6365,0,1,0,33722.0,1.0
8887,1,1,1,47576.0,1.0
270,0,1,0,4242.0,1.0
6009,0,0,0,31575.0,0.0
4570,0,0,0,25950.0,1.0
8165,0,0,0,43926.0,1.0
3565,0,0,0,20354.0,1.0
2971,0,0,0,17143.0,1.0
6443,0,1,0,34200.0,1.0
8935,0,0,0,47834.0,1.0
4207,1,1,0,24052.0,1.0
3218,0,0,0,18534.0,1.0
1391,0,0,0,8630.0,1.0
3975,1,1,0,22605.0,1.0
4316,1,1,0,24546.0,1.0
8981,0,1,0,48039.0,1.0
7627,0,0,0,41130.0,1.0
7732,0,0,0,41671.0,1.0
83,0,0,0,2414.0,1.0
873,1,1,1,6721.0,1.0
9786,1,1,0,52405.0,1.0
7931,1,1,0,42808.0,1.0
4557,1,1,1,25857.0,1.0
4500,0,0,0,25598.0,0.0
4647,0,0,0,26256.0,1.0
2038,1,1,1,11625.0,1.0
9875,0,0,0,52996.0,1.0
7180,0,0,0,38506.0,1.0
2450,0,1,0,14754.0,1.0
3954,0,0,0,22463.0,1.0
2329,0,0,0,14128.0,1.0
9298,0,0,0,49752.0,1.0
6242,0,1,0,32886.0,1.0
7317,1,1,0,39384.0,1.0
5042,0,0,0,27724.0,1.0
9539,1,1,0,51075.0,1.0
4746,0,0,0,26621.0,1.0
9542,0,0,0,51083.0,1.0
8381,0,1,0,45101.0,1.0
6752,0,0,0,35885.0,1.0
6899,0,1,0,36788.0,1.0
6611,0,0,0,35062.0,1.0
2401,0,0,0,14579.0,1.0
5520,0,1,0,29213.0,1.0
1216,0,0,0,7952.0,1.0
8862,1,1,0,47335.0,1.0
6020,1,1,0,31632.0,1.0
7135,0,1,0,38354.0,1.0
1064,0,0,0,7468.0,
3786,0,0,0,21526.0,1.0
4410,1,1,0,24987.0,1.0
7129,0,0,0,38297.0,0.0
9544,0,0,0,51087.0,1.0
5523,0,0,0,29218.0,1.0
5996,1,1,1,31506.0,1.0
9002,0,0,0,48219.0,0.0
5888,0,0,0,30943.0,1.0
2161,0,0,0,12533.0,1.0
3008,0,1,0,17264.0,1.0
1105,1,1,1,7572.0,1.0
6916,0,0,0,36873.0,1.0
692,1,1,1,6101.0,1.0
7803,0,1,0,42152.0,0.0
4956,0,0,0,27458.0,0.0
6858,0,0,0,36420.0,1.0
8639,1,1,0,46257.0,1.0
4369,0,0,0,24756.0,0.0
2765,0,0,0,16285.0,1.0
3929,1,1,0,22294.0,1.0
7411,1,1,0,39936.0,1.0
8902,0,0,0,47645.0,1.0
7821,0,0,0,42196.0,1.0
6654,0,0,0,35313.0,1.0
628,0,0,0,5879.0,1.0
2451,0,1,0,14758.0,1.0
6491,1,1,1,34477.0,1.0
6839,1,1,1,36384.0,1.0
3824,1,1,0,21724.0,1.0
9149,0,0,0,48937.0,0.0
2652,1,1,1,15753.0,1.0
9281,0,0,0,49665.0,1.0
3743,0,0,0,21248.0,1.0
2176,1,1,1,12717.0,1.0
10091,0,0,0,54552.0,1.0
9438,1,1,1,50498.0,1.0
3318,0,0,0,19082.0,1.0
6598,1,1,0,34981.0,1.0
2787,1,1,0,16394.0,1.0
4105,0,1,0,23465.0,1.0
9101,0,1,0,48729.0,1.0
1676,0,0,0,9963.0,1.0
3947,0,0,0,22425.0,1.0
4444,0,1,0,25226.0,1.0
2936,1,1,1,17016.0,1.0
9782,1,1,0,52388.0,1.0
8068,0,0,0,43518.0,1.0
5722,1,1,0,29984.0,1.0
9408,0,0,0,50285.0,1.0
2503,0,1,0,15038.0,1.0
8641,0,1,0,46259.0,1.0
2369,0,1,0,14324.0,1.0
4967,1,1,1,27512.0,1.0
5883,0,1,0,30926.0,1.0
2217,0,1,0,13094.0,1.0
5847,1,1,0,30626.0,1.0
2218,1,1,1,13122.0,1.0
3326,0,1,0,19169.0,1.0
6998,0,0,0,37386.0,1.0
3583,0,1,0,20434.0,1.0
10008,1,1,0,53861.0,1.0
3619,0,1,0,20612.0,1.0
6217,0,1,0,32776.0,1.0
8005,1,1,0,43223.0,1.0
6689,0,0,0,35495.0,1.0
3115,0,0,0,17892.0,1.0
85,1,1,1,2427.0,1.0
8627,1,1,1,46231.0,1.0
5973,1,1,1,31442.0,1.0
2801,0,1,0,16458.0,1.0
3671,1,1,1,20879.0,1.0
3667,1,1,1,20858.0,1.0
9977,0,0,0,53673.0,1.0
5158,1,1,0,28142.0,1.0
5725,0,0,0,29994.0,0.0
4590,0,1,0,26059.0,1.0
2019,1,1,0,11527.0,1.0
8501,1,1,0,45664.0,1.0
2525,0,1,0,15166.0,1.0
7592,1,1,1,40927.0,1.0
6481,1,1,0,34391.0,1.0
3212,0,0,0,18486.0,1.0
519,0,1,0,5311.0,1.0
5366,1,1,1,28699.0,1.0
7028,0,1,0,37612.0,1.0
2895,0,1,0,16758.0,1.0
244,0,0,0,4142.0,1.0
5930,0,0,0,31097.0,0.0
4714,1,1,0,26482.0,1.0
9382,0,1,0,50126.0,1.0
3425,0,1,0,19670.0,1.0
8299,0,0,0,44718.0,1.0
7202,0,1,0,38677.0,1.0
6984,0,0,0,37274.0,1.0
8604,0,0,0,46146.0,1.0
6426,0,1,0,34146.0,1.0
7529,0,0,0,40644.0,1.0
5509,1,1,1,29194.0,1.0
6297,0,1,0,33221.0,1.0
2001,0,0,0,11469.0,0.0
885,1,1,1,6778.0,1.0
869,0,0,0,6705.0,0.0
9869,1,1,0,52933.0,1.0
5720,1,1,0,29959.0,1.0
356,0,0,0,4635.0,1.0
10092,0,1,0,54557.0,1.0
5451,1,1,1,29043.0,1.0
8348,0,0,0,44852.0,0.0
6695,0,1,0,35539.0,1.0
9730,1,1,0,52147.0,1.0
1275,0,0,0,8230.0,1.0
1890,0,1,0,10930.0,1.0
8853,0,0,0,47307.0,1.0
7459,0,1,0,40248.0,1.0
6829,0,1,0,36326.0,1.0
9357,1,1,0,50019.0,1.0
3563,0,0,0,20344.0,1.0
5787,0,1,0,30254.0,1.0
4958,0,0,0,27475.0,1.0
1546,1,1,1,9394.0,1.0
6193,0,0,0,32634.0,0.0
2380,0,0,0,14434.0,1.0
3823,0,0,0,21710.0,1.0
3232,0,0,0,18610.0,0.0
8556,0,0,0,45868.0,1.0
3306,0,0,0,19020.0,1.0
492,0,0,0,5157.0,1.0
3499,0,0,0,19991.0,1.0
6926,0,1,0,36890.0,1.0
1116,0,0,0,7599.0,
5637,1,1,0,29745.0,1.0
8941,0,0,0,47855.0,1.0
6146,0,0,0,32348.0,1.0
10052,0,1,0,54265.0,1.0
9008,1,1,1,48269.0,1.0
9528,1,1,0,51034.0,1.0
8382,1,1,1,45104.0,1.0
8777,0,0,0,46876.0,1.0
9244,0,1,0,49519.0,1.0
3645,0,0,0,20756.0,0.0
2500,1,1,0,15026.0,1.0
5677,0,0,0,29847.0,1.0
8153,0,0,0,43858.0,0.0
5241,0,1,0,28378.0,1.0
6779,1,1,1,36006.0,1.0
2783,1,1,1,16384.0,1.0
6158,1,1,0,32384.0,1.0
3809,1,1,1,21619.0,1.0
8845,1,1,1,47283.0,1.0
8813,0,0,0,47076.0,1.0
8115,1,1,0,43750.0,1.0
1696,0,0,0,10048.0,1.0
5685,0,1,0,29867.0,1.0
7454,0,0,0,40242.0,0.0
5939,0,0,0,31172.0,1.0
2052,0,1,0,11704.0,1.0
1776,0,1,0,10370.0,1.0
6821,0,0,0,36267.0,0.0
3313,0,0,0,19040.0,1.0
4781,1,1,0,26773.0,1.0
8891,0,0,0,47604.0,1.0
7047,0,0,0,37774.0,1.0
1592,1,1,1,9570.0,1.0
1723,0,0,0,10135.0,1.0
215,0,1,0,4055.0,1.0
6580,0,1,0,34885.0,1.0
8412,0,0,0,45225.0,1.0
490,1,1,1,5141.0,1.0
9307,0,1,0,49767.0,1.0
3483,1,1,1,19925.0,1.0
5102,0,0,0,27929.0,1.0
5187,0,0,0,28211.0,0.0
3431,0,0,0,19687.0,0.0
8233,0,1,0,44276.0,1.0
8008,0,0,0,43230.0,1.0
6410,1,1,1,34009.0,1.0
5513,0,0,0,29202.0,1.0
25,1,1,1,1814.0,1.0
3512,1,1,0,20068.0,1.0
2409,0,0,0,14617.0,1.0
3270,0,0,0,18912.0,1.0
5209,0,0,0,28270.0,1.0
8878,0,1,0,47463.0,1.0
1552,1,1,1,9414.0,1.0
9372,0,0,0,50059.0,0.0
9684,0,0,0,51911.0,0.0
3871,0,0,0,22008.0,0.0
3402,1,1,1,19597.0,1.0
4529,0,0,0,25735.0,1.0
979,0,0,0,7150.0,0.0
2655,0,1,0,15780.0,1.0
1847,0,0,0,10650.0,1.0
8236,1,1,0,44288.0,1.0
8396,0,0,0,45179.0,1.0
7423,0,1,0,40054.0,1.0
7580,0,1,0,40841.0,1.0
5721,0,0,0,29979.0,1.0
515,1,1,1,5292.0,1.0
7485,0,0,0,40330.0,1.0
8453,1,1,1,45401.0,1.0
1102,1,1,1,7565.0,1.0
3276,1,1,1,18921.0,1.0
7496,0,0,0,40418.0,0.0
7672,1,1,0,41258.0,1.0
9250,0,1,0,49531.0,1.0
8493,0,1,0,45624.0,1.0
3996,0,0,0,22692.0,1.0
194,0,0,0,3965.0,1.0
4711,0,1,0,26444.0,1.0
643,1,1,1,5936.0,1.0
8546,0,0,0,45846.0,1.0
3285,0,1,0,18956.0,1.0
3116,0,0,0,17893.0,1.0
10090,0,0,0,54548.0,1.0
3575,1,1,1,20393.0,1.0
9196,0,0,0,49184.0,1.0
4320,0,0,0,24560.0,1.0
10178,0,0,0,55049.0,0.0
2207,0,1,0,12995.0,1.0
4552,0,0,0,25832.0,1.0
7597,0,0,0,40955.0,0.0
3718,0,1,0,21128.0,1.0
972,0,0,0,7133.0,0.0
4579,1,1,0,26021.0,1.0
6516,0,0,0,34615.0,1.0
719,1,1,1,6160.0,1.0
6775,0,0,0,35998.0,1.0
6155,1,1,1,32379.0,1.0
9607,0,0,0,51467.0,1.0
3896,1,1,1,22095.0,1.0
2803,1,1,1,16463.0,1.0
2566,0,1,0,15327.0,1.0
4025,0,1,0,22867.0,1.0
6198,0,0,0,32697.0,1.0
32,1,1,1,1984.0,1.0
8463,1,1,0,45454.0,1.0
9000,1,1,0,48177.0,1.0
10002,0,0,0,53836.0,1.0
4063,0,0,0,23175.0,1.0
9120,1,1,0,48842.0,1.0
5540,0,1,0,29264.0,1.0
1697,0,1,0,10051.0,1.0
2792,0,0,0,16403.0,1.0
2222,0,0,0,13161.0,1.0
5818,0,0,0,30436.0,0.0
9843,1,1,0,52699.0,1.0
3764,1,1,0,21370.0,1.0
3866,0,0,0,21970.0,1.0
6678,0,0,0,35448.0,1.0
8829,1,1,0,47190.0,1.0
9110,1,1,0,48798.0,1.0
6934,1,1,1,36906.0,1.0
9691,0,0,0,51931.0,1.0
3758,1,1,1,21317.0,1.0
2831,1,1,0,16565.0,1.0
3227,1,1,0,18583.0,1.0
8104,0,0,0,43704.0,1.0
3923,0,0,0,22259.0,1.0
3904,0,0,0,22131.0,1.0
2277,0,1,0,13651.0,1.0
7078,0,1,0,38000.0,1.0
1401,0,0,0,8668.0,1.0
739,0,0,0,6212.0,1.0
6552,1,1,0,34764.0,1.0
4266,0,1,0,24263.0,1.0
10046,0,0,0,54253.0,0.0
7635,0,1,0,41184.0,1.0
7755,0,1,0,41749.0,1.0
3851,1,1,1,21887.0,1.0
8797,0,1,0,46980.0,1.0
2661,0,1,0,15804.0,1.0
6765,0,0,0,35939.0,1.0
8492,0,0,0,45612.0,0.0
674,0,0,0,6056.0,0.0
7364,0,0,0,39696.0,0.0
9758,0,0,0,52257.0,1.0
3841,0,0,0,21835.0,1.0
1815,0,1,0,10477.0,1.0
8491,1,1,1,45608.0,1.0
10022,0,0,0,54056.0,1.0
9376,0,1,0,50067.0,1.0
4653,1,1,1,26270.0,1.0
7593,1,1,0,40939.0,1.0
2100,0,0,0,11997.0,1.0
8009,1,1,1,43231.0,1.0
1673,0,0,0,9956.0,1.0
2101,0,1,0,12000.0,1.0
4213,0,1,0,24082.0,1.0
9620,0,0,0,51558.0,1.0
1548,1,1,1,9401.0,1.0
7431,1,1,0,40124.0,1.0
6663,0,0,0,35371.0,1.0
3323,1,1,0,19157.0,1.0
7533,0,0,0,40657.0,1.0
355,0,0,0,4634.0,1.0
5184,1,1,0,28205.0,1.0
1461,0,0,0,8972.0,1.0
7918,0,1,0,42732.0,1.0
9560,0,0,0,51188.0,1.0
3220,0,0,0,18544.0,1.0
939,0,0,0,6976.0,0.0
9333,1,1,0,49927.0,1.0
5147,0,0,0,28117.0,1.0
6417,1,1,1,34075.0,1.0
5923,0,0,0,31061.0,1.0
8186,1,1,0,44072.0,1.0
1751,0,1,0,10271.0,1.0
3976,1,1,0,22609.0,1.0
7890,0,1,0,42595.0,1.0
1772,0,1,0,10364.0,1.0
1196,1,1,1,7892.0,1.0
1878,1,1,0,10806.0,1.0
2668,0,0,0,15852.0,1.0
3171,1,1,0,18265.0,1.0
2016,0,0,0,11511.0,0.0
2005,0,1,0,11480.0,1.0
9063,1,1,0,48485.0,1.0
3893,0,1,0,22089.0,1.0
10177,0,0,0,55040.0,1.0
3237,0,0,0,18651.0,1.0
4424,0,0,0,25094.0,1.0
4744,0,0,0,26617.0,1.0
2078,0,0,0,11899.0,1.0
5219,0,0,0,28292.0,1.0
396,1,1,1,4779.0,1.0
2788,0,0,0,16396.0,1.0
9536,1,1,1,51065.0,1.0
9355,0,0,0,50017.0,0.0
4072,0,0,0,23215.0,1.0
5574,0,1,0,29451.0,1.0
8525,0,1,0,45747.0,1.0
9686,1,1,0,51920.0,1.0
5355,1,1,1,28668.0,1.0
7512,0,0,0,40528.0,0.0
8023,1,1,1,43278.0,1.0
8182,0,0,0,44037.0,1.0
1519,1,1,1,9291.0,1.0
8351,0,0,0,44900.0,1.0
1378,0,0,0,8555.0,0.0
5672,0,0,0,29834.0,1.0
1023,0,0,0,7313.0,1.0
2587,0,1,0,15431.0,1.0
7315,1,1,0,39374.0,1.0
5621,0,0,0,29670.0,1.0
7933,0,1,0,42817.0,1.0
5008,0,0,0,27609.0,1.0
2857,0,0,0,16664.0,1.0
8410,0,1,0,45221.0,1.0
5771,1,1,0,30154.0,1.0
5842,0,0,0,30563.0,1.0
7432,1,1,0,40126.0,1.0
5832,0,0,0,30472.0,1.0
1629,1,1,1,9753.0,0.0
4888,0,0,0,27138.0,1.0
4526,0,0,0,25729.0,0.0
3523,1,1,1,20172.0,1.0
5904,0,1,0,30989.0,1.0
8083,0,0,0,43593.0,1.0
3607,1,1,1,20560.0,1.0
9594,0,0,0,51380.0,1.0
5220,0,0,0,28294.0,1.0
234,0,0,0,4102.0,1.0
8057,0,0,0,43453.0,0.0
3796,0,1,0,21582.0,1.0
4118,1,1,1,23552.0,1.0
6318,1,1,0,33367.0,1.0
5001,0,0,0,27587.0,1.0
3800,0,1,0,21597.0,1.0
7840,0,0,0,42302.0,1.0
3899,0,0,0,22105.0,1.0
5024,1,1,0,27662.0,1.0
1948,0,0,0,11203.0,1.0
6361,0,0,0,33710.0,1.0
470,0,0,0,5021.0,1.0
7846,0,0,0,42321.0,1.0
3492,1,1,0,19952.0,1.0
6091,0,1,0,31986.0,1.0
2671,1,1,1,15901.0,1.0
9983,0,0,0,53706.0,0.0
2224,0,0,0,13184.0,1.0
1106,0,0,0,7573.0,1.0
2188,0,0,0,12826.0,1.0
818,1,1,1,6489.0,1.0
5571,0,1,0,29444.0,1.0
4523,0,1,0,25722.0,1.0
5793,1,1,0,30299.0,1.0
9556,0,0,0,51140.0,1.0
8947,0,0,0,47871.0,1.0
7745,0,0,0,41700.0,1.0
2624,0,1,0,15611.0,1.0
7369,1,1,1,39715.0,1.0
9567,0,0,0,51206.0,1.0
10101,0,0,0,54597.0,1.0
9293,0,0,0,49736.0,1.0
888,1,1,1,6785.0,1.0
7030,0,0,0,37620.0,0.0
2437,0,1,0,14731.0,1.0
6056,0,0,0,31870.0,1.0
7338,0,1,0,39521.0,1.0
817,0,1,0,6488.0,1.0
9106,0,1,0,48773.0,1.0
3414,0,0,0,19631.0,1.0
6352,1,1,1,33659.0,1.0
2341,1,1,0,14190.0,1.0
9202,0,1,0,49239.0,1.0
3167,1,1,0,18219.0,1.0
1809,0,1,0,10447.0,1.0
8269,1,1,1,44549.0,1.0
1264,0,0,0,8178.0,0.0
5086,0,0,0,27899.0,1.0
7741,0,1,0,41692.0,1.0
5835,1,1,0,30489.0,1.0
5194,0,0,0,28232.0,1.0
4449,0,0,0,25311.0,1.0
4945,1,1,0,27421.0,1.0
4045,1,1,1,23043.0,1.0
9018,0,0,0,48347.0,1.0
3702,1,1,1,21022.0,1.0
1035,0,1,0,7346.0,1.0
9431,0,1,0,50430.0,1.0
5590,0,0,0,29527.0,1.0
1228,1,1,1,7999.0,1.0
7551,0,1,0,40731.0,1.0
7433,0,0,0,40127.0,1.0
5141,0,0,0,28098.0,1.0
6551,1,1,0,34762.0,1.0
52,0,0,0,2177.0,1.0
7608,0,0,0,41035.0,1.0
6555,0,0,0,34799.0,0.0
8552,0,0,0,45860.0,1.0
159,0,1,0,3736.0,1.0
8376,0,0,0,45079.0,1.0
1587,0,1,0,9552.0,1.0
1589,1,1,0,9559.0,1.0
10025,0,1,0,54122.0,1.0
9503,1,1,0,50818.0,1.0
6687,0,0,0,35490.0,0.0
7201,0,0,0,38676.0,1.0
6857,0,0,0,36419.0,1.0
6174,0,0,0,32459.0,1.0
7991,0,0,0,43196.0,1.0
3858,0,0,0,21950.0,1.0
10157,0,0,0,54892.0,1.0
6954,1,1,1,37080.0,1.0
2828,0,1,0,16555.0,1.0
436,0,0,0,4924.0,1.0
5789,1,1,1,30267.0,1.0
8336,1,1,0,44816.0,1.0
3878,0,1,0,22036.0,1.0
1588,1,1,0,9556.0,1.0
2780,1,1,1,16377.0,1.0
9153,0,1,0,48941.0,1.0
8725,0,0,0,46641.0,1.0
5686,1,1,0,29868.0,1.0
3965,0,0,0,22523.0,1.0
4727,0,1,0,26527.0,1.0
973,0,0,0,7134.0,1.0
1238,1,1,1,8067.0,1.0
2951,0,0,0,17067.0,1.0
2342,0,1,0,14195.0,1.0
7018,0,1,0,37536.0,1.0
7591,1,1,1,40917.0,1.0
6046,0,0,0,31805.0,0.0
2158,0,0,0,12498.0,1.0
9463,0,1,0,50563.0,1.0
6850,0,1,0,36408.0,1.0
1497,0,0,0,9163.0,1.0
4545,0,0,0,25810.0,0.0
6465,0,0,0,34306.0,0.0
4257,1,1,0,24235.0,1.0
2422,0,1,0,14672.0,1.0
8729,0,1,0,46669.0,1.0
5185,0,0,0,28207.0,1.0
5647,0,1,0,29785.0,1.0
357,0,0,0,4640.0,1.0
5242,0,0,0,28380.0,1.0
2130,1,1,0,12262.0,1.0
9415,1,1,1,50314.0,1.0
2092,0,0,0,11961.0,1.0
5409,0,0,0,28887.0,1.0
2015,0,0,0,11506.0,1.0
9232,0,0,0,49494.0,1.0
4044,1,1,1,23042.0,1.0
187,0,0,0,3902.0,0.0
9176,0,0,0,49024.0,0.0
3655,0,1,0,20782.0,1.0
3426,1,1,0,19673.0,1.0
8536,0,0,0,45791.0,1.0
1381,1,1,1,8563.0,1.0
7754,0,0,0,41732.0,0.0
413,1,1,1,4832.0,1.0
5037,0,0,0,27717.0,1.0
4897,1,1,1,27200.0,1.0
3336,0,0,0,19230.0,1.0
3606,1,1,0,20548.0,1.0
3175,0,0,0,18304.0,1.0
2241,0,0,0,13285.0,0.0
9889,1,1,0,53109.0,1.0
8098,0,0,0,43675.0,1.0
256,1,1,1,4179.0,1.0
7333,1,1,0,39492.0,1.0
200,0,0,0,3984.0,0.0
2235,0,0,0,13259.0,1.0
4743,1,1,0,26616.0,1.0
1767,1,1,1,10349.0,1.0
4236,0,0,0,24166.0,1.0
6994,0,0,0,37372.0,1.0
8607,1,1,0,46154.0,1.0
9023,0,0,0,48381.0,0.0
1572,1,1,1,9504.0,1.0
24,1,1,1,1803.0,1.0
3363,1,1,0,19389.0,1.0
1088,0,0,0,7530.0,1.0
4674,0,0,0,26337.0,1.0
2694,0,0,0,15992.0,1.0
7874,0,0,0,42506.0,1.0
3398,1,1,0,19586.0,1.0
3559,1,1,0,20323.0,1.0
9330,1,1,0,49913.0,1.0
2841,0,0,0,16603.0,1.0
2311,0,0,0,13997.0,1.0
8489,0,0,0,45602.0,1.0
3234,0,0,0,18631.0,1.0
4152,1,1,1,23736.0,1.0
1309,1,1,1,8319.0,1.0
695,0,1,0,6108.0,1.0
6931,0,0,0,36898.0,1.0
3752,0,0,0,21290.0,0.0
6337,1,1,0,33546.0,1.0
1227,1,1,1,7995.0,
1999,0,1,0,11455.0,1.0
276,1,1,1,4281.0,1.0
7036,0,0,0,37678.0,1.0
7354,1,1,0,39619.0,1.0
5929,1,1,1,31091.0,1.0
2953,1,1,0,17082.0,1.0
3637,0,1,0,20728.0,1.0
3906,0,1,0,22136.0,1.0
4778,0,0,0,26754.0,1.0
5845,0,0,0,30611.0,0.0
9879,0,0,0,53011.0,1.0
4117,0,0,0,23549.0,1.0
7302,0,1,0,39342.0,1.0
1137,0,0,0,7649.0,1.0
2767,0,0,0,16288.0,1.0
2334,0,1,0,14157.0,1.0
9986,0,0,0,53723.0,0.0
942,1,1,1,6979.0,1.0
7959,1,1,1,43020.0,1.0
2490,0,0,0,14990.0,0.0
9860,0,0,0,52853.0,1.0
6290,0,0,0,33201.0,1.0
4935,1,1,0,27374.0,1.0
3935,0,0,0,22327.0,0.0
7228,0,1,0,38866.0,1.0
2384,1,1,1,14475.0,1.0
115,0,0,0,2619.0,0.0
1863,0,0,0,10737.0,0.0
10162,0,0,0,54929.0,0.0
3119,0,0,0,17901.0,0.0
4258,0,0,0,24247.0,1.0
6968,1,1,1,37213.0,1.0
